PROCEDIMENTO;RN_ALTERACAO;VIGENCIA;OD;AMB;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPITULO
IMUNO-HEMATOLÓGICOS: TIPIFICAÇÃO ABO, INCLUINDO TIPAGEM REVERSA E DETERMINAÇÃO DO FATOR RH (D), INCLUINDO PROVA PARA D-FRACO E PESQUISA E IDENTIFICAÇÃO DE ANTICORPOS SÉRICOS IRREGULARES ANTIERITROCITÁRIOS;;;;;;;;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
INVESTIGAÇÃO DA PRESENÇA DE ANTI-A OU ANTI-B, EM SORO OU PLASMA DE NEONATO, COM MÉTODOS QUE INCLUAM UMA FASE ANTIGLOBULÍNICA;;;;;;;;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
MALÁRIA, PESQUISA;;;;;;;;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PESQUISA E IDENTIFICAÇÃO DE ANTICORPOS IRREGULARES NO SANGUE DO RECEPTOR;;;;;;;;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PESQUISA QUALITATIVA E QUANTITATIVA DE ANTICORPOS ANTIERITROCITÁRIOS NATURAIS E IRREGULARES (ELUIÇÃO, A FRIO E GEL);;;;;;;;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
PLAQUETAS - PROVA CRUZADA;;;;;;;;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROVA DE COMPATIBILIDADE ENTRE AS HEMÁCIAS DO DOADOR E O SORO DO RECEPTOR (PROVA DE COMPATIBILIDADE MAIOR);;;;;;;;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROVAS PRÉ-TRANSFUSIONAIS: RETIPIFICAÇÃO ABO E RH DA BOLSA DE SANGUE;;;;;;;;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
SÍFILIS - TESTE TREPONÊMICO OU NÃO-TREPONÊMICO;;;;;;;;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE DE COOMBS DIRETO E INDIRETO - INCLUI PESQUISA DE ANTICORPOS E COMPLEMENTO;;;;;;;;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"TIPIFICAÇÃO ABO, INCLUINDO TIPAGEM REVERSA NO SANGUE DO RECEPTOR (SEM TIPAGEM REVERSA ATÉ 4 MESES DE IDADE);";;;;;;;;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CITOMEGALOVÍRUS APÓS TRANSPLANTE DE RIM, MEDULA ÓSSEA OU FÍGADO POR REAÇÃO DE CADEIA DE POLIMERASE (PCR) - PESQUISA QUANTITATIVA;546/2022;03/10/2022;;;;;;;;PROCEDIMENTOS;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
VÍRUS EPSTEIN BARR APÓS TRANSPLANTE DE RIM OU FÍGADO POR REAÇÃO DE CADEIA DE POLIMERASE (PCR) - PESQUISA QUANTITATIVA;546/2022;03/10/2022;;;;;;;;PROCEDIMENTOS;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EXSANGUÍNEO TRANSFUSÃO;;;;;;;;;;PROCEDIMENTOS;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRANSFUSÃO FETAL INTRA-UTERINA;;;;;;;;;;PROCEDIMENTOS;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CARIÓTIPO COM BANDAS, BIÓPSIA DE PELE OU OUTROS TECIDOS;;;;;;;;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CARIÓTIPO COM BANDAS, MATERIAL DE ABORTO OU NATIMORTO;;;;;;;;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CARIÓTIPO COM BANDAS, PARA DOENÇAS HEMATOLÓGICAS, SANGUE PERIFÉRICO, TECIDOS LINFÓIDES E MEDULA ÓSSEA;;;;;;;;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CARIÓTIPO COM BANDAS, SANGUE FETAL;;;;;;;;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CARIÓTIPO COM BANDAS, SANGUE PERIFÉRICO;;;;;;;;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CARIÓTIPO COM BANDAS, VILOSIDADES CORIÔNICAS;;;;;;;;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CARIÓTIPO COM PESQUISA DE TROCA DE CROMÁTIDES IRMÃS;;;;;;;;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CARIÓTIPO COM TÉCNICAS DE ALTA RESOLUÇÃO (ESTUDO EM PROMETÁFASE);;;;;;;;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CARIÓTIPO PARA SÍNDROMES DE QUEBRAS CROMOSSÔMICAS, SANGUE PERIFÉRICO;;;;;;;;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
DETECÇÃO DE ANORMALIDADES DOS CROMOSSOMOS X OU Y (SANGUE PERIFÉRICO OU ESFREGAÇO DE MUCOSA BUCAL), POR FISH;;;;;;;;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ESTUDO CITOGENÉTICO PARA DOENÇAS NEOPLÁSICAS MALIGNAS, DIVERSOS MATERIAIS;;;;;;;;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ESTUDO DE ALTERAÇÕES CROMOSSÔMICAS EM LEUCEMIAS POR FISH (FLUORESCENCE IN SITU HYBRIDIZATION);;;;;;;;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LÍQUIDO AMNIÓTICO, CARIÓTIPO COM BANDAS;;;;;;;;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PESQUISA DE MICRODELEÇÕES/MICRODUPLICAÇÕES POR FISH (FLUORESCENCE IN SITU HYBRIDIZATION) - COM DIRETRIZ DE UTILIZAÇÃO;;;;;;;;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
REARRANJO BCL6 3q27 (NHL) FISH;;;;;;;;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
REARRANJO 8q24 FISH (MEDULA ÓSSEA);;;;;;;;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
REARRANJO 8q24 FISH (SANGUE);;;;;;;;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
AMINOÁCIDOS URINÁRIOS OU PLASMÁTICOS, ANÁLISE QUANTITATIVA;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
AVALIAÇÃO DE RISCO DE ANOMALIAS CROMOSSÔMICAS E/OU DEFEITOS DE FECHAMENTO DE TUBO NEURAL;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CARBOIDRATOS URINÁRIOS, ANÁLISE QUALITATIVA;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA 1,4-ALFA-GLICOSIDASE EM FIBROBLASTOS;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ALFA-D-MANOSIDASE EM LEUCÓCITOS E FIBROBLASTOS;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ALFA-GALACTOSIDASE EM LEUCÓCITOS, SORO E FIBROBLASTOS;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ALFA-L-FUCOSIDASE EM LEUCÓCITOS OU FIBROBLASTOS;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ALFA-L-IDURONIDASE EM LEUCÓCITOS OU FIBROBLASTOS;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ALFA-N-ACETILGLICOSAMINIDASE EM SORO OU FIBROBLASTOS;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ARILSULFATASE A EM LEUCÓCITOS E FIBROBLASTOS;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ARILSULFATASE B EM FIBROBLASTOS;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA BETA-GALACTOSIDASE EM LEUCÓCITOS OU FIBROBLASTOS;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA BETA-GLICOSIDASE EM LEUCÓCITOS OU FIBROBLASTOS;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA BETA-GLICURONIDASE EM FIBROBLASTOS;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ESFINGOMIELINASE EM FIBROBLASTOS;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA GALACTOCEREBROSIDASE EM LEUCÓCITOS E FIBROBLASTOS;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA HEXOSAMINIDASE A E TOTAL EM SORO, LEUCÓCITOS OU FIBROBLASTOS;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA IDURONATO 2-SULFATASE EM FIBROBLASTOS;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA N-ACETILGALACTOSAMINA-6-SULFATASE EM FIBROBLASTOS;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DOSAGEM QUANTITATIVA DE ÁCIDOS GRAXOS DE CADEIA MUITO LONGA PARA O DIAGNÓSTICO DE ERROS INATOS DO METABOLISMO (EIM);;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
GLICOSAMINOGLICANOS URINÁRIOS, DOSAGEM QUANTITATIVA OU ANÁLISE QUALITATIVA;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PORFIRINAS URINÁRIAS OU PLASMÁTICAS, FRACIONAMENTO E QUANTIFICAÇÃO;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTES DE ERROS INATOS DO METABOLISMO, QUALITATIVOS, NA URINA;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE DUPLO: 1 TRIMESTRE - PROTEÍNA A PLASMÁTICA ASSOCIADA À GESTAÇÃO (PAPP-A), BETA- GONADOTROFINA CORIÔNICA HUMANA LIVRE (β-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO PARA ANOMALIAS FETAIS;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE DUPLO: 2 TRIMESTRE - ALFA-FETOPROTEÍNA (αFP), BETA-GONADOTROFINA CORIÔNICA HUMANA LIVRE (β-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO PARA ANOMALIAS FETAIS;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE QUÁDRUPLO: ALFA-FETOPROTEÍNA (αFP), ESTRIOL NÃO CONJUGADO (uE3), BETA-GONADOTROFINA CORIÔNICA HUMANA LIVRE (β-HCG) E INIBINA COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO PARA ANOMALIAS FETAIS;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE TRIPLO: ALFA-FETOPROTEÍNA (αFP), ESTRIOL NÃO CONJUGADO (uE3), BETA-GONADOTROFINA CORIÔNICA HUMANA LIVRE (β-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO PARA ANOMALIAS FETAIS;;;;;;;;;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ALK - PESQUISA DE MUTAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;GENÉTICA MOLECULAR;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANÁLISE MOLECULAR DE DNA (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;GENÉTICA MOLECULAR;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
BRCA1 e BRCA2, PESQUISA DE MUTAÇÃO SOMÁTICA (COM DIRETRIZ DE UTILIZAÇÃO);542/2022;01/09/2022;;;;;;;;GENÉTICA MOLECULAR;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
BCR/ABL, PESQUISA DE TRANSLOCAÇÃO;;;;;;;;;;GENÉTICA MOLECULAR;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
BRAF (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;GENÉTICA MOLECULAR;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CROMOSSOMO PHILADELFIA, PESQUISA;;;;;;;;;;GENÉTICA MOLECULAR;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EGFR (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;GENÉTICA MOLECULAR;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FATOR V LEIDEN, ANÁLISE DE MUTAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;GENÉTICA MOLECULAR;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HER-2 - DOSAGEM DO RECEPTOR (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;GENÉTICA MOLECULAR;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
INSTABILIDADE DE MICROSSATÉLITES (MSI), DETECÇÃO POR PCR, BLOCO DE PARAFINA COM DIRETRIZ DE UTILIZAÇÃO;;;;;;;;;;GENÉTICA MOLECULAR;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
K-RAS (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;GENÉTICA MOLECULAR;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
N-RAS (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;GENÉTICA MOLECULAR;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROTROMBINA, PESQUISA DE MUTAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;GENÉTICA MOLECULAR;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
REARRANJO GÊNICO CÉLULAS B POR PCR;;;;;;;;;;GENÉTICA MOLECULAR;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
REARRANJO GÊNICO CÉLULAS T POR PCR;;;;;;;;;;GENÉTICA MOLECULAR;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FLT3 - PESQUISA DE MUTAÇÕES (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;GENÉTICA MOLECULAR;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE DE DEFICIÊNCIA DE RECOMBINAÇÃO HOMÓLOGA, HRD (COM DIRETRIZ DE UTILIZAÇÃO);577/2023;09/05/2023;;;;;;;;GENÉTICA MOLECULAR;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRANSLOCAÇÃO PML/RAR-a;;;;;;;;;;GENÉTICA MOLECULAR;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANÁLISE DE DNA (CONTEÚDO E PLOIDIA) POR CITOMETRIA DE FLUXO;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLORAÇÕES ESPECIAIS, QUANDO NECESSÁRIAS AOS PROCEDIMENTOS ANATOMOPATOLÓGICOS;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETECÇÃO DE RECEPTORES DE SECREÇÃO HORMONAL E/OU DETECÇÃO DE MARCADORES DE CÉLULAS NEOPLÁSICAS E/OU DETECÇÃO DE FATORES DE PROLIFERAÇÃO CELULAR, DE ANGIOGÊNESE TUMORAL, ONCOGENES E PROTEÍNAS ASSOCIADAS E/OU ENSAIO DE RECEPTOR DE ESTROGÊNIO E PROGESTERONA EM BLOCO DE PARAFINA;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HPV (VÍRUS DO PAPILOMA HUMANO), DETECÇÃO POR TÉCNICAS IMUNO-HISTOQUÍMICAS;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
PROCEDIMENTO COLPOCITOLÓGICO HORMONAL SIMPLES OU SERIADO;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"PROCEDIMENTO DIAGNÓSTICO ANATOMOPATOLÓGICO EM MATERIAL PROVENIENTE DE BIÓPSIAS SIMPLES, PAAF, ""IMPRINT"" E ""CELL-BLOCK""";;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROCEDIMENTO DIAGNÓSTICO ANATOMOPATOLÓGICO EM PEÇA ANATÔMICA OU CIRÚRGICA SIMPLES OU COMPLEXA;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DIAGNÓSTICO ANATOMOPATOLÓGICO EM CITOLOGIA ESFOLIATIVA NA REGIÃO BUCO-MAXILO-FACIAL;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DIAGNÓSTICO ANATOMOPATOLÓGICO EM MATERIAL DE BIÓPSIA NA REGIÃO BUCO-MAXILO-FACIAL;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DIAGNÓSTICO ANATOMOPATOLÓGICO EM PEÇA CIRÚRGICA NA REGIÃO BUCO-MAXILO-FACIAL;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DIAGNÓSTICO ANATOMOPATOLÓGICO EM PUNÇÃO NA REGIÃO BUCO-MAXILO-FACIAL;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PD-L1 – DETECÇÃO POR TÉCNICAS IMUNOISTOQUÍMICAS (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROCEDIMENTO DIAGNÓSTICO ANATOMOPATOLÓGICO POR CONGELAÇÃO DURANTE ATO CIRÚRGICO;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROCEDIMENTO DIAGNÓSTICO CITOPATOLÓGICO EM MEIO LÍQUIDO;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROCEDIMENTO DIAGNÓSTICO CITOPATOLÓGICO ONCÓTICO DE LÍQUIDOS E RASPADOS CUTÂNEOS;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROCEDIMENTO DIAGNÓSTICO CITOPATOLÓGICO ONCÓTICO DE MATERIAL CÉRVICO-VAGINAL;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROCEDIMENTO DIAGNÓSTICO EM GRUPOS DE LINFONODOS, ESTRUTURAS VIZINHAS E MARGENS CIRÚRGICAS, DE PEÇAS ANATÔMICAS SIMPLES OU COMPLEXAS;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
